,时间,尾部烟道进口烟气温度,炉尾部烟道出口烟气温度,炉膛出口O2浓度1,炉膛出口O2浓度2,CO的浓度,炉膛第一烟道出口烟气温度,炉膛第一烟道入口烟气温度,活性炭喷射量,一次风机实际运行电流,二次风机实际运行电流,锅炉蒸汽量,count
28,2015-10-02 04:00:00,1181.036544799803,3743.11096191406,45.805092334747286,42.190278053283656,13.902780175209012,5680.725646972653,5408.722045898437,24.150902748107878,933.7901763915993,239.32986068725566,,False
29,2015-10-02 05:00:00,1181.2270812988252,3726.8987426757776,44.22268581390378,39.75601768493649,7.83472204208371,5663.762084960935,5639.0173950195285,24.146578311920138,920.666381835934,228.70485687255834,,False
30,2015-10-02 06:00:00,1185.709640502927,3750.155212402342,47.51018428802488,43.22638940811154,11.731945931911449,5708.2258911132785,5695.5589599609375,24.146096706390352,917.029541015621,229.81597518920867,,False
31,2015-10-02 07:00:00,1190.315261840817,3774.7140502929656,44.949074268341036,41.16018486022946,3.7791670262813537,5802.5105590820285,5581.31195068359,24.14850139617916,917.154815673825,230.51388549804662,,False
32,2015-10-02 08:00:00,1195.792968749997,3742.3268432617156,49.577776432037325,46.25231361389157,5.318055987358082,5670.7180786132785,5742.447509765622,24.15891075134275,937.12333679199,227.93749999999986,,False
33,2015-10-02 09:00:00,1199.40928649902,3737.659973144528,46.178240299224825,42.23009204864501,5.7958340048789765,5669.976013183593,5819.954956054687,24.16852378845213,946.5457305908169,227.0312499999997,,False
34,2015-10-02 10:00:00,1189.108993530271,3747.9627075195294,46.58657550811765,43.80972194671629,12.072222054004646,5675.088623046872,5528.433349609372,24.14481592178343,940.369171142575,226.6701393127438,,False
35,2015-10-02 11:00:00,1183.277770996091,3753.963500976561,46.727313518524134,43.63240909576414,5.7208329439163075,5695.0628051757785,5591.097534179684,24.144334316253637,943.4859466552707,225.02083969116185,,False
36,2015-10-02 12:00:00,1181.9873199462872,3673.6895751953093,47.09861135482785,46.02962923049924,17.64999914169309,5531.203369140622,5819.921874999997,24.13280153274533,945.224639892575,225.07291412353496,,False
37,2015-10-02 13:00:00,1180.289382934566,3709.5326538085906,50.23333311080932,46.89351987838742,8.01805686950681,5638.82922363281,5560.5884399414035,24.14385414123532,941.010757446286,224.32638549804662,,False
38,2015-10-02 14:00:00,1185.5194244384732,3689.365417480467,49.56157398223876,46.056021213531466,20.4791688919067,5594.025634765622,5335.12054443359,24.13520383834836,937.4611968994119,222.9062499999997,,False
39,2015-10-02 15:00:00,1182.7480316162078,3648.947265624997,47.28703546524046,48.631017684936495,8.42500114440916,5537.347351074215,5621.647583007812,24.146738052368146,937.6927795410127,222.70833206176738,,False
40,2015-10-02 16:00:00,1190.029815673826,3695.950317382811,42.41157436370846,42.153238773345905,9.11249995231627,5714.134094238278,5528.167480468747,24.144175052642797,936.9600982665993,223.90278244018532,,False
41,2015-10-02 17:00:00,1181.634170532224,3730.022277832028,46.19444465637206,46.48935127258299,7.175001084804517,5694.1355590820285,5699.6091918945285,24.1452951431274,939.310028076168,224.38542175292955,,False
42,2015-10-02 18:00:00,1181.852142333981,3742.7538452148406,44.64814758300778,43.17083311080929,13.956944942474328,5749.040527343749,5610.841186523437,24.15234184265134,911.638801574704,223.68402862548803,,False
43,2015-10-02 19:00:00,1175.2369689941381,3713.90930175781,46.846760272979715,42.89305591583249,5.043056011199947,5515.281249999999,5554.9236450195285,24.14657783508297,883.36399078369,225.6562423706052,,False
44,2015-10-02 20:00:00,1176.7449798583948,3646.944458007811,47.53611183166503,46.35786867141721,10.7111119031906,5391.954040527342,5613.084228515622,24.138407707214323,941.0410919189419,225.9826393127438,,False
45,2015-10-02 21:00:00,1179.8825988769502,3561.594421386717,45.359257221221895,44.75555562973019,8.579165875911697,5509.3836059570285,5499.357910156247,24.154588222503637,943.542861938474,225.71874999999991,,False
46,2015-10-02 22:00:00,1178.278686523434,3633.764465332029,45.487962722778285,43.37963056564328,14.854167103767368,5338.239440917965,5416.700866699217,24.144334793090803,943.588439941404,225.6111030578611,,False
47,2015-10-02 23:00:00,1178.863006591794,3608.844299316404,44.32129621505735,44.17361021041867,8.126387953758227,5420.736511230466,5474.732910156249,24.158433437347387,940.5399932861307,222.09027099609352,,False
48,2015-10-03 00:00:00,1182.775604248044,3607.590087890623,45.1148142814636,44.51898193359372,5.362501025199879,5743.274597167968,5517.622558593747,24.145135879516573,941.705474853512,211.33680725097642,,False
49,2015-10-03 01:00:00,1189.5406188964819,3642.057678222653,43.25231409072874,42.47129678726194,4.7541670054197285,5785.735229492185,5322.653747558592,24.142894744873015,940.331222534177,241.607639312744,,False
50,2015-10-03 02:00:00,1192.273315429684,3680.523925781248,43.54953908920286,43.189815998077364,18.15000069141377,5362.9011840820285,5348.776855468745,24.147379398345922,939.1809234619119,241.56944274902332,,False
51,2015-10-03 03:00:00,1192.340560913083,3680.3397216796857,43.24537181854245,41.98657464981077,7.2527779340743646,5491.401611328125,5355.492370605467,24.164680480957003,939.169525146482,241.22221374511693,,False
52,2015-10-03 04:00:00,1198.9326171874961,3651.004516601562,43.79120349884033,40.66620445251461,9.83194613456722,5520.010986328122,5525.302734374997,24.140492439269988,964.3276062011699,240.88194274902318,,False
53,2015-10-03 05:00:00,1198.702194213864,3697.6071777343736,46.23379802703854,42.19768476486204,9.445833086967449,5546.594360351562,5519.9570922851535,24.139371395111052,942.700088500974,241.04513168334938,,False
54,2015-10-03 06:00:00,1198.6253967285131,3703.449584960935,46.54027652740475,42.481019496917696,5.484722077846512,5515.462036132809,5720.121398925778,24.137928962707495,943.4859313964813,241.1631927490231,,False
55,2015-10-03 07:00:00,1207.2017517089814,3642.326843261717,45.6060194969177,41.64490652084349,9.686110913753472,5575.644531249997,5633.660766601559,24.141454219818076,955.4708251953108,241.16666030883775,,False
56,2015-10-03 08:00:00,1201.247100830076,3629.795104980467,47.5754618644714,44.09629726409909,9.379167914390539,5435.952636718745,5493.592773437498,24.136646747589086,931.147964477535,229.9201431274411,,False
57,2015-10-03 09:00:00,1165.130966186521,3569.885009765622,40.436573505401576,38.913425445556605,8.63194501399992,5470.764648437498,5591.4420166015625,24.154586791992163,938.698806762691,132.2708339691159,,False
58,2015-10-03 10:00:00,1166.9753723144502,3714.762390136717,43.47407341003415,41.0990762710571,18.027778327464983,5685.863708496091,5585.335144042966,24.143214225769018,956.8374938964827,112.79166984558088,,False
59,2015-10-03 11:00:00,1190.9539947509738,3716.0153808593736,49.46481513977047,45.74490785598752,7.8083338737487304,5599.323608398437,5816.9497680664035,24.133280754089327,975.310256958004,151.71180343627913,,False
60,2015-10-03 12:00:00,1199.381378173826,3692.737365722653,45.39074087142941,41.721298694610574,24.79027682542791,5589.290222167966,5645.340576171875,24.13985109329221,988.863052368161,150.79166412353482,,False
61,2015-10-03 13:00:00,1185.2473449707006,3701.134887695311,48.32916593551633,44.337961673736544,3.5236119627952522,5466.1196899414035,5586.536071777343,24.151222705841047,940.8323059082007,151.54513549804662,,False
62,2015-10-03 14:00:00,1192.557479858395,3695.505249023436,48.497684955596895,44.518054008483865,4.662499964237205,5548.0542602539035,5751.474121093747,24.133283138275107,949.282897949216,151.48263740539522,,False
63,2015-10-03 15:00:00,1186.877685546873,3752.246765136717,45.242130279540994,41.207872390747056,3.5986119806766452,5651.294372558589,5851.0789184570285,24.123992443084692,939.7238159179652,151.83333396911596,,False
64,2015-10-03 16:00:00,1193.400207519528,3736.015441894528,47.627778053283656,43.53888750076291,3.97361099720001,5554.480468749999,5702.3088989257785,24.14193248748776,934.401382446285,151.4999961853025,,False
65,2015-10-03 17:00:00,1194.147979736326,3765.537902832029,47.868055343627894,43.97731399536131,3.6902779936790435,5665.138732910153,5590.358947753903,24.1577897071838,939.845260620115,152.53819274902318,,False
66,2015-10-03 18:00:00,1189.459289550779,3744.351806640623,48.724073410034144,44.89305782318112,19.480554878711636,5581.242431640622,5729.0523071289035,24.132962703704802,938.0838012695281,152.527778625488,,False
67,2015-10-03 19:00:00,1188.8747863769506,3727.5538940429656,48.65740776062008,44.21111202239987,7.1097217798232695,5578.237731933593,5576.7803344726535,24.13408374786373,925.855911254881,184.9652824401854,,False
68,2015-10-03 20:00:00,1193.727355957029,3735.7997436523406,47.79490804672239,43.19722175598141,8.93194520473478,5552.6360473632785,5821.465087890625,24.14529800415036,946.1357574462869,193.6770858764647,,False
69,2015-10-03 21:00:00,1200.537475585935,3745.8286743164026,47.34444522857665,43.175925731658886,7.62638890743251,5575.343017578122,5822.591308593747,24.140650749206515,954.423034667966,191.6493053436277,,False
70,2015-10-03 22:00:00,1199.000488281247,3684.349609374997,49.839816570281975,45.98379421234129,14.458333015441868,5507.761108398437,5642.813964843746,24.1435360908508,950.5090789794892,193.0312499999997,,False
71,2015-10-03 23:00:00,1193.985519409177,3600.536376953122,50.36203861236567,46.11990785598752,12.527778327465027,5443.971130371092,5582.420837402343,24.125753402709933,936.170471191404,178.06596946716283,,False
72,2015-10-04 00:00:00,1208.493072509762,3654.509216308592,47.6115756034851,43.177313327789285,9.236111938953384,5494.852294921874,5719.500122070312,24.140810489654516,942.145812988279,225.7951374053952,,False
73,2015-10-04 01:00:00,1212.425109863278,3718.922058105467,47.88564872741697,42.840278148651095,7.581942975521066,5501.438720703122,5607.251403808594,24.1316828727722,949.2069549560533,240.57638931274388,,False
74,2015-10-04 02:00:00,1201.354751586911,3681.529541015623,47.42916631698608,43.16759157180783,27.18888890743249,5737.929931640622,5368.492797851562,24.139050006866423,949.4271240234351,239.96527099609352,,False
75,2015-10-04 03:00:00,1193.359939575192,3669.219543457028,46.50324058532712,41.90555572509762,12.654167652130113,5710.7986450195285,5522.9509887695285,24.14673852920529,956.5679779052699,209.857639312744,,False
76,2015-10-04 04:00:00,1191.1307983398422,3665.478271484372,46.39305591583249,41.746296882629366,18.220834136009188,5716.642333984372,5419.60247802734,24.147058486938445,935.361831665036,210.423614501953,,False
77,2015-10-04 05:00:00,1184.649703979489,3696.4846801757776,48.318979740142794,43.53518533706662,10.920831680297821,5725.174255371093,5420.139343261715,24.138729095458967,935.7073516845669,210.1423645019529,,False
78,2015-10-04 06:00:00,1185.437835693356,3657.488037109373,48.90277862548825,43.67824220657346,23.5625014305114,5699.935913085937,5284.3701171875,24.142892837524386,934.359634399413,211.07291412353507,,False
79,2015-10-04 07:00:00,1179.9763641357401,3655.039672851559,47.797224044799776,42.78102064132687,7.859723031520822,5684.884765624997,5359.318603515623,24.139528751373266,938.9227905273401,211.03818893432592,,False
80,2015-10-04 08:00:00,1191.144149780271,3628.233886718747,49.70833253860471,45.059723377227755,8.59722304344175,5684.846191406247,5483.813903808591,24.1369671821594,936.812057495115,225.6458358764645,,False
81,2015-10-04 09:00:00,1197.7637786865214,3632.469543457029,49.00416660308835,44.06990671157834,9.220833897590607,5685.055358886718,5570.659851074216,24.144975185394244,936.9524993896453,240.8368072509763,,False
82,2015-10-04 10:00:00,1197.941589355466,3640.978271484373,44.818056106567376,45.960184574127176,11.25416791439054,5670.088134765622,5674.336364746093,24.13440418243405,933.8243560791001,238.6736145019528,,False
83,2015-10-04 11:00:00,1192.272109985349,3679.3165893554656,44.626852035522454,43.40277719497678,8.988890171051,5764.5479125976535,5433.3091430664035,24.141612052917463,932.617126464841,238.57291030883758,,False
84,2015-10-04 12:00:00,1186.892684936522,3614.3616333007776,46.67407369613644,44.425461769103975,30.12916636466977,5644.175659179685,5376.828247070312,24.160674095153784,951.3898315429648,213.59722137451138,,False
85,2015-10-04 13:00:00,1178.1040191650352,3613.348876953122,47.14583206176755,42.281481266021686,11.740276813507052,5601.608215332028,5573.2813720703125,24.14785957336424,947.221481323239,236.7986106872556,,False
86,2015-10-04 14:00:00,1189.5546722412082,3660.3585815429656,47.7291655540466,43.137500762939425,10.766666054725619,5705.0437622070285,5395.359069824217,24.151544570922827,935.4225769042947,237.2604255676268,,False
87,2015-10-04 15:00:00,1189.609207153318,3670.57385253906,50.43009376525878,45.755555152893045,10.61250007152555,5719.897338867185,5416.720275878905,24.132483482360808,936.3147125244119,237.2986145019529,,False
88,2015-10-04 16:00:00,1192.7615356445278,3694.5305175781236,48.219907760620096,43.208333492279024,7.783332943916291,5768.1055297851535,5498.0767211914035,24.126714706420866,901.5975952148401,238.67359924316392,,False
89,2015-10-04 17:00:00,1195.8063964843718,3710.784973144528,46.37638759613034,41.10509252548214,7.180556058883648,5680.7498779296875,5563.6961059570285,24.12719631195065,890.501022338865,238.73263549804662,,False
90,2015-10-04 18:00:00,1193.672683715818,3691.501647949217,48.74444437026975,43.30277967453,14.879167795181218,5391.438903808592,5563.569396972653,24.162115097045866,900.4321594238249,238.4548606872556,,False
91,2015-10-04 19:00:00,196.531417846679,611.638366699218,8.550000190734862,7.678240776062009,0.804166972637176,887.628662109375,912.0610961914059,4.03131818771362,147.960647583007,39.8090286254882,,False
92,2015-10-04 20:00:00,,,,,,,,,,,,True
93,2015-10-04 21:00:00,,,,,,,,,,,,True
94,2015-10-04 22:00:00,,,,,,,,,,,,True
95,2015-10-04 23:00:00,,,,,,,,,,,,True
96,2015-10-05 00:00:00,,,,,,,,,,,,True
97,2015-10-05 01:00:00,,,,,,,,,,,,True
98,2015-10-05 02:00:00,,,,,,,,,,,,True
99,2015-10-05 03:00:00,,,,,,,,,,,,True
100,2015-10-05 04:00:00,,,,,,,,,,,,True
101,2015-10-05 05:00:00,,,,,,,,,,,,True
102,2015-10-05 06:00:00,,,,,,,,,,,,True
103,2015-10-05 07:00:00,,,,,,,,,,,,True
104,2015-10-05 08:00:00,,,,,,,,,,,,True
105,2015-10-05 09:00:00,,,,,,,,,,,,True
106,2015-10-05 10:00:00,,,,,,,,,,,,True
107,2015-10-05 11:00:00,,,,,,,,,,,,True
108,2015-10-05 12:00:00,,,,,,,,,,,,True
109,2015-10-05 13:00:00,,,,,,,,,,,,True
110,2015-10-05 14:00:00,,,,,,,,,,,,True
111,2015-10-05 15:00:00,,,,,,,,,,,,True
112,2015-10-05 16:00:00,,,,,,,,,,,,True
113,2015-10-05 17:00:00,,,,,,,,,,,,True
114,2015-10-05 18:00:00,,,,,,,,,,,,True
115,2015-10-05 19:00:00,,,,,,,,,,,,True
116,2015-10-05 20:00:00,,,,,,,,,,,,True
117,2015-10-05 21:00:00,,,,,,,,,,,,True
118,2015-10-05 22:00:00,,,,,,,,,,,,True
119,2015-10-05 23:00:00,,,,,,,,,,,,True
120,2015-10-06 00:00:00,,,,,,,,,,,,True
121,2015-10-06 01:00:00,,,,,,,,,,,,True
122,2015-10-06 02:00:00,,,,,,,,,,,,True
123,2015-10-06 03:00:00,,,,,,,,,,,,True
124,2015-10-06 04:00:00,,,,,,,,,,,,True
125,2015-10-06 05:00:00,,,,,,,,,,,,True
126,2015-10-06 06:00:00,,,,,,,,,,,,True
127,2015-10-06 07:00:00,,,,,,,,,,,,True
128,2015-10-06 08:00:00,,,,,,,,,,,,True
129,2015-10-06 09:00:00,,,,,,,,,,,,True
130,2015-10-06 10:00:00,,,,,,,,,,,,True
131,2015-10-06 11:00:00,,,,,,,,,,,,True
132,2015-10-06 12:00:00,,,,,,,,,,,,True
133,2015-10-06 13:00:00,,,,,,,,,,,,True
134,2015-10-06 14:00:00,,,,,,,,,,,,True
135,2015-10-06 15:00:00,,,,,,,,,,,,True
136,2015-10-06 16:00:00,,,,,,,,,,,,True
137,2015-10-06 17:00:00,,,,,,,,,,,,True
138,2015-10-06 18:00:00,,,,,,,,,,,,True
139,2015-10-06 19:00:00,,,,,,,,,,,,True
140,2015-10-06 20:00:00,,,,,,,,,,,,True
141,2015-10-06 21:00:00,,,,,,,,,,,,True
142,2015-10-06 22:00:00,,,,,,,,,,,,True
143,2015-10-06 23:00:00,,,,,,,,,,,,True
144,2015-10-07 00:00:00,,,,,,,,,,,,True
145,2015-10-07 01:00:00,,,,,,,,,,,,True
146,2015-10-07 02:00:00,,,,,,,,,,,,True
147,2015-10-07 03:00:00,,,,,,,,,,,,True
148,2015-10-07 04:00:00,,,,,,,,,,,,True
149,2015-10-07 05:00:00,,,,,,,,,,,,True
150,2015-10-07 06:00:00,,,,,,,,,,,,True
151,2015-10-07 07:00:00,,,,,,,,,,,,True
152,2015-10-07 08:00:00,,,,,,,,,,,,True
153,2015-10-07 09:00:00,,,,,,,,,,,,True
154,2015-10-07 10:00:00,,,,,,,,,,,,True
155,2015-10-07 11:00:00,,,,,,,,,,,,True
156,2015-10-07 12:00:00,,,,,,,,,,,,True
157,2015-10-07 13:00:00,,,,,,,,,,,,True
158,2015-10-07 14:00:00,,,,,,,,,,,,True
159,2015-10-07 15:00:00,,,,,,,,,,,,True
160,2015-10-07 16:00:00,,,,,,,,,,,,True
161,2015-10-07 17:00:00,,,,,,,,,,,,True
162,2015-10-07 18:00:00,,,,,,,,,,,,True
163,2015-10-07 19:00:00,,,,,,,,,,,,True
164,2015-10-07 20:00:00,,,,,,,,,,,,True
165,2015-10-07 21:00:00,,,,,,,,,,,,True
166,2015-10-07 22:00:00,,,,,,,,,,,,True
167,2015-10-07 23:00:00,,,,,,,,,,,,True
168,2015-10-08 00:00:00,,,,,,,,,,,,True
169,2015-10-08 01:00:00,,,,,,,,,,,,True
170,2015-10-08 02:00:00,,,,,,,,,,,,True
171,2015-10-08 03:00:00,,,,,,,,,,,,True
172,2015-10-08 04:00:00,,,,,,,,,,,,True
173,2015-10-08 05:00:00,,,,,,,,,,,,True
174,2015-10-08 06:00:00,,,,,,,,,,,,True
175,2015-10-08 07:00:00,,,,,,,,,,,,True
176,2015-10-08 08:00:00,,,,,,,,,,,,True
177,2015-10-08 09:00:00,,,,,,,,,,,,True
178,2015-10-08 10:00:00,384.40385437011605,1238.4133300781239,16.46203660964965,16.78333330154418,13.36111211776732,1787.224182128906,1901.4581298828118,8.044855117797841,307.9707489013661,54.87152671813961,,False
179,2015-10-08 11:00:00,1160.943862915037,3836.741577148437,45.92916822433469,45.07176208496091,30.842592239379854,5632.3787231445285,5647.05010986328,24.13744592666623,889.4532318115208,153.24999618530242,,False
180,2015-10-08 12:00:00,1153.062576293943,3854.1478881835906,46.865278244018526,44.6615738868713,59.791666507720855,5638.0181884765625,5633.472412109371,24.135203838348364,891.9967346191379,151.0138854980466,,False
181,2015-10-08 13:00:00,1135.033615112301,3749.070007324217,45.7703671455383,49.32361125946043,22.43518543243405,5485.965942382812,5823.25079345703,24.140972614288305,842.4968643188462,138.4618043899533,,False
182,2015-10-08 14:00:00,1132.9193725585922,3537.9454345703093,49.92037057876584,49.96157407760617,84.34722280502307,5247.859558105467,5813.354614257812,24.12623262405393,875.137405395506,73.56944751739461,,False
183,2015-10-08 15:00:00,1139.857025146481,3546.294982910154,52.79120445251462,51.133795738220186,26.77314892411229,5335.084594726562,5499.474365234372,24.128956794738738,882.0580749511699,72.0625019073483,,False
184,2015-10-08 16:00:00,1147.8011627197232,3378.113403320311,56.64258956909176,56.228240966796854,5.7129629850387404,5384.550964355466,5426.2781372070285,24.13984966278073,886.962890624999,71.4409732818601,,False
185,2015-10-08 17:00:00,1152.1541442871064,2868.926513671872,66.177780151367,68.31898212432836,5.972223043441763,5404.965332031247,5438.1033325195285,24.135364055633513,863.744705200193,0.9479160159826268,,False
186,2015-10-08 18:00:00,1122.913467407224,4597.618713378906,78.0347204208372,78.5231475830075,6.532405793666816,6701.24053955077,4507.9629516601535,10.51289510726925,349.2099075317379,1.0034720003604871,,False
187,2015-10-08 19:00:00,1117.1316375732401,7380.0,80.6240749359128,77.4620380401609,6.277779042720787,11027.97216796872,4062.5266723632794,7.78045701980587,248.82823944091783,0.7361100018024426,,False
188,2015-10-08 20:00:00,1056.43647766113,7380.0,80.73888683319059,72.5680561065671,6.527778148651093,11027.97216796872,3931.217529296872,7.7817380428314005,247.57925796508758,0.7708330005407318,,False
189,2015-10-08 21:00:00,990.140289306638,7380.0,73.03379535675009,64.4805545806881,6.3749999403953375,9629.972167968719,2337.7534027099578,7.7889459133147785,248.06138610839818,0.9583329856395706,,False
190,2015-10-08 22:00:00,935.211822509763,7380.0,71.0129642486569,60.49768733978252,6.07870304584501,8231.972167968719,755.5903091430629,7.771967887878389,248.25879669189442,1.2812509983777982,,False
191,2015-10-08 23:00:00,909.5051879882781,7380.0,80.15879631042439,57.20833301544189,5.578705072402939,8231.972167968719,682.796226501462,7.791187763214079,248.11833190917943,0.6597219998948258,,False
192,2015-10-09 00:00:00,839.7859802246071,7380.0,79.8046302795407,48.45462894439694,5.486110925674425,8231.972167968719,615.5849227905259,7.791027903556778,248.17528533935533,0.7118039876222597,,False
193,2015-10-09 01:00:00,764.8575134277312,7380.0,78.1254634857175,44.672222137451136,6.407406032085394,8231.972167968719,578.8551712036129,7.7939130067825,248.0120353698729,1.1493060141801803,,False
194,2015-10-09 02:00:00,698.67028045654,7380.0,76.40787124633759,39.734722614288295,10.194443941116313,8231.972167968719,542.816825866699,7.78846704959867,0.21638900600373734,-22.5,,False
195,2015-10-09 03:00:00,635.819763183591,7380.0,75.4847221374509,35.36851835250851,12.63888871669766,8231.972167968719,516.3808059692379,7.782858967781039,0.167036999017,-22.5,,False
196,2015-10-09 04:00:00,578.8018264770496,7380.0,74.8050928115843,31.863427162170392,12.995369911193832,8231.972167968719,493.7458419799803,7.786385059356659,0.1214810013771056,-22.5,,False
197,2015-10-09 05:00:00,528.671463012695,7380.0,73.7046289443967,27.510185718536338,11.953702926635712,8231.972167968719,471.4457550048826,7.78173983097072,0.1556480005383484,-22.5,,False
198,2015-10-09 06:00:00,482.5328598022458,7380.0,73.3277769088743,22.544443845748876,12.203703999519307,8231.972167968719,449.3230667114254,7.771327018737769,0.2467599958181377,-22.5,,False
199,2015-10-09 07:00:00,440.7745361328122,7380.0,72.87870502471903,20.45370292663571,15.0601849555969,8231.972167968719,415.4647827148436,7.794232845306361,0.04555499926209442,-22.5,,False
200,2015-10-09 08:00:00,402.5829696655271,7380.0,102.39907455444308,13.89768505096434,14.981480836868249,8231.972167968719,407.4014511108396,7.796154022216769,0.087314998731017,-22.5,,False
201,2015-10-09 09:00:00,363.9668960571285,7380.0,117.6287040710446,52.74398136138901,13.087963104248024,8231.972167968719,400.8404617309568,7.779335021972621,0.14805499836802472,-22.5,,False
202,2015-10-09 10:00:00,335.63920211791975,7380.0,117.716665267944,99.8310184478758,13.893519043922394,8231.972167968719,388.07423400878884,7.785262942314099,0.2429620064795015,-22.5,,False
